supplier_id,supplier_name,supplier_category,country,region,performance_rating,contract_status,supplier_since
SUP_00863,Wheeler Inc,Equipment Supplier,Canada,Latin America,4.75,Active,2024-08-20
SUP_00864,"Huff, Williams and Wilson",Maintenance Provider,Canada,Asia Pacific,4.14,Active,2023-06-11
SUP_00865,Kelley Group,Maintenance Provider,UK,Latin America,3.01,Active,2024-11-08
SUP_00866,Neal Ltd,Logistics Provider,France,Latin America,1.84,Active,2021-01-19
SUP_00867,Stanley-Bates,Maintenance Provider,Germany,Europe,3.62,Active,2022-06-26
SUP_00868,"Haynes, Barnes and Roach",Professional Services,France,North America,1.28,Active,2023-10-24
SUP_00869,"Wilson, Wilson and Rodriguez",Equipment Supplier,UK,Europe,,Active,2022-02-03
SUP_00870,Strickland PLC,Professional Services,Germany,Latin America,1.03,Pending Renewal,2026-05-07
SUP_00871,Warner-Phillips,Technology Vendor,Germany,Latin America,3.14,Active,2021-03-21
SUP_00872,Lozano-Watts,Logistics Provider,India,Europe,4.49,Expired,2023-08-23
SUP_00873,Smith Ltd,Professional Services,France,Latin America,2.31,Active,2021-06-28
SUP_00874,Conley Ltd,Raw Materials,Canada,Europe,2.27,Pending Renewal,2023-09-19
SUP_00875,Chan Inc,Professional Services,France,Asia Pacific,3.01,Active,2024-12-22
SUP_00876,Conway Ltd,Technology Vendor,France,North America,4.54,Active,2022-04-09
SUP_00877,Baker-Williams,Maintenance Provider,Japan,Asia Pacific,2.76,Active,2025-06-20
SUP_00878,Phelps LLC,Professional Services,United Kingdom,Asia Pacific,2.64,Active,2025-05-28
SUP_00879,Simmons-Wilson,Professional Services,Sweden,Asia Pacific,1.66,Active,2025-09-04
SUP_00880,Smith and Sons,Maintenance Provider,Canada,North America,4.16,Active,2024-08-23
SUP_00881,Murphy Group,Maintenance Provider,France,North America,1.08,Active,2026-03-31
SUP_00882,Johns-Davis,Maintenance Provider,Canada,Asia Pacific,1.49,Active,2025-06-23
SUP_00883,Wilson Group,Technology Vendor,Germany,Latin America,3.08,Active,2026-04-15
SUP_00884,Houston-Vaughn,Maintenance Provider,France,Asia Pacific,2.07,Active,2023-08-18
SUP_00885,Banks-Robles,Equipment Supplier,France,Latin America,3.23,Active,2021-08-15
SUP_00886,"Barber, Jarvis and Richard",Equipment Supplier,France,North America,3.72,Active,2021-07-28
SUP_00887,"Webb, Carroll and Kim",Professional Services,,North America,3.0,Active,2024-05-11
SUP_00888,Carr-Huffman,Technology Vendor,France,North America,1.09,Pending Renewal,2025-11-01
SUP_00889,"Mcpherson, Anderson and Knapp",Professional Services,Japan,North America,1.47,Active,2021-08-15
SUP_00890,Alexander-Brown,Technology Vendor,Japan,Latin America,3.05,Active,2024-08-06
SUP_00891,Bush Ltd,Equipment Supplier,Canada,North America,1.82,Active,2023-11-19
SUP_00892,"Ray, Cunningham and Levine",Raw Materials,United Kingdom,North America,3.45,Expired,2024-09-05
SUP_00893,Stone-Watts,Equipment Supplier,Germany,North America,3.24,Active,2024-05-25
SUP_00894,Stanley-Wright,Logistics Provider,Japan,Europe,4.53,Active,2022-11-25
SUP_00895,"Davidson, Hernandez and Serrano",Raw Materials,United States,Latin America,2.86,Expired,2025-11-25
SUP_00896,"Brown, Schneider and Moore",Logistics Provider,US,Asia Pacific,2.33,Expired,2025-08-30
SUP_00897,Booth-Jones,Equipment Supplier,France,North America,4.28,Active,2023-09-14
SUP_00898,Rivera LLC,Equipment Supplier,India,Asia Pacific,1.3,Active,2021-04-12
SUP_00899,Pierce Group,Equipment Supplier,Japan,Europe,2.12,Active,2023-03-20
SUP_00900,Miller Group,Maintenance Provider,Japan,Europe,2.56,Active,2025-05-27
SUP_00901,Miller-Jimenez,Logistics Provider,Sweden,Asia Pacific,3.18,Pending Renewal,2022-09-27
SUP_00902,Mcgee-Smith,Professional Services,Canada,Europe,4.22,Active,2023-03-21
SUP_00903,Hawkins Inc,Equipment Supplier,Japan,North America,1.17,Active,2025-07-15
SUP_00904,"Richmond, Walsh and Wu",Maintenance Provider,Germany,Europe,2.49,Active,2024-02-03
SUP_00905,"Powers, Clements and Cox",Equipment Supplier,France,Latin America,2.48,Active,2021-04-19
SUP_00906,Richard LLC,Equipment Supplier,India,Asia Pacific,2.52,Expired,2024-01-29
SUP_00907,"Greene, Moran and Cox",Raw Materials,Japan,North America,1.02,Expired,2023-06-27
SUP_00908,Malone and Sons,Raw Materials,UK,Latin America,3.32,Active,2021-01-05
SUP_00909,Gallegos-Brandt,Professional Services,Canada,North America,2.4,Active,2022-08-09
SUP_00910,"Brooks, Rodriguez and Prince",Equipment Supplier,,North America,3.68,Active,2023-09-15
SUP_00911,"Newton, Ortiz and King",Logistics Provider,UK,Asia Pacific,1.78,Expired,2022-01-29
SUP_00912,Conrad Group,Raw Materials,United Kingdom,Europe,2.03,Active,2022-03-09
SUP_00913,Love Inc,Technology Vendor,United Kingdom,Latin America,4.56,Active,2025-02-27
SUP_00914,House Ltd,Technology Vendor,France,Europe,2.23,Active,2024-03-27
SUP_00915,Ellis-Lawrence,Equipment Supplier,Germany,Europe,1.74,Active,2023-10-09
SUP_00916,Smith-Fitzgerald,Maintenance Provider,Canada,Europe,4.63,Active,2024-01-15
SUP_00917,Roberson-Webb,Raw Materials,India,Latin America,3.34,Active,2023-10-17
SUP_00918,Holt and Sons,Technology Vendor,Germany,Europe,4.83,Active,2025-01-05
SUP_00919,Garcia Ltd,Raw Materials,France,Europe,2.06,Pending Renewal,2024-04-19
SUP_00920,Gordon-Cruz,Raw Materials,France,North America,3.11,Expired,2026-05-19
SUP_00921,"Farmer, Hill and Stuart",Maintenance Provider,United Kingdom,Europe,1.87,Active,2026-05-01
SUP_00922,Ballard-Taylor,Professional Services,France,Europe,4.26,Expired,2024-04-23
SUP_00923,"Hunt, Cameron and Kelley",Maintenance Provider,India,Asia Pacific,4.15,Expired,2022-09-22
SUP_00924,"Walls, Chen and Harris",Raw Materials,Sweden,Latin America,2.73,Active,2024-06-06
SUP_00925,Parks-Morse,Maintenance Provider,India,Europe,2.66,Expired,2021-09-24
SUP_00926,"Santos, Mullen and Gordon",Logistics Provider,India,North America,1.16,Active,2024-10-24
SUP_00927,Page-Hodges,Maintenance Provider,France,North America,4.55,Active,2024-02-02
SUP_00928,"Duncan, Contreras and Butler",Professional Services,UK,Asia Pacific,4.3,Expired,2025-02-09
SUP_00929,"Mitchell, Boone and Stokes",Maintenance Provider,Germany,North America,3.83,Pending Renewal,2023-11-15
SUP_00930,James Inc,Logistics Provider,Germany,Latin America,2.31,Active,2024-09-06
SUP_00931,Adams and Sons,Technology Vendor,Japan,North America,1.02,Active,2026-05-27
SUP_00932,"King, Franco and Vaughn",Professional Services,India,Asia Pacific,2.27,Pending Renewal,2022-08-16
SUP_00933,"Johnson, Cervantes and Garcia",Professional Services,Germany,Asia Pacific,4.13,Active,2025-10-08
SUP_00934,"Hoffman, Walker and Holland",Professional Services,India,Latin America,1.93,Active,2023-02-20
SUP_00935,"Mueller, Lindsey and Roberts",Technology Vendor,France,Latin America,3.82,Active,2024-08-25
SUP_00936,Hughes-Frye,Equipment Supplier,India,Asia Pacific,1.02,Pending Renewal,2026-05-12
SUP_00937,Church-Brown,Professional Services,UK,North America,3.35,Active,2025-01-31
SUP_00938,Oliver Group,Equipment Supplier,United Kingdom,North America,2.77,Active,2025-07-23
SUP_00939,"Bush, Holland and Fischer",Logistics Provider,Germany,North America,3.28,Expired,2024-01-02
SUP_00940,"Gonzalez, Hardy and Lee",Technology Vendor,Germany,Europe,2.37,Active,2023-06-20
SUP_00941,"Jones, Rivers and Moss",Equipment Supplier,Germany,North America,2.77,Active,2021-08-28
SUP_00942,Patterson PLC,Technology Vendor,France,North America,3.86,Active,2022-06-15
SUP_00943,Silva LLC,Equipment Supplier,Germany,Latin America,4.33,Active,2021-01-12
SUP_00944,Mckinney-Moore,Equipment Supplier,France,Europe,,Active,2021-11-05
SUP_00945,Carlson-Ayala,Raw Materials,US,Asia Pacific,3.59,Active,2024-06-08
SUP_00946,"Turner, Tyler and Pierce",Logistics Provider,Germany,North America,2.66,Active,2021-05-27
SUP_00947,"Stewart, Robinson and White",Technology Vendor,France,Europe,3.67,Expired,2021-05-17
SUP_00948,"Moore, Daniels and Powell",Logistics Provider,France,Europe,3.74,Active,2022-12-02
SUP_00949,Alvarado LLC,Logistics Provider,Germany,Asia Pacific,2.82,Active,2022-12-25
SUP_00950,Clements PLC,Logistics Provider,,Asia Pacific,2.95,Active,2023-12-01
SUP_00951,"Colon, Zavala and Smith",Professional Services,UK,Europe,10.0,Active,2024-09-03
SUP_00952,Allen-May,Equipment Supplier,France,Europe,3.37,Active,2026-01-17
SUP_00953,Haley Ltd,Professional Services,France,Latin America,2.69,Active,2025-11-12
SUP_00954,Moon-Landry,Logistics Provider,Japan,Latin America,1.99,Active,2023-02-14
SUP_00955,"Ramsey, Johnson and Black",Professional Services,Germany,Asia Pacific,4.9,Active,2025-03-26
SUP_00956,"Lang, Griffin and Williams",Raw Materials,Germany,North America,4.99,Active,2025-12-07
SUP_00957,Flores Inc,Raw Materials,Canada,North America,2.86,Expired,2026-03-18
SUP_00958,Bonilla PLC,Logistics Provider,France,Europe,2.39,Active,2023-12-06
SUP_00959,"Jones, Santiago and Ayala",Raw Materials,Sweden,North America,4.41,Pending Renewal,2025-10-02
SUP_00960,Houston-Harris,Equipment Supplier,Germany,Europe,4.16,Active,2025-07-21
SUP_00961,"Rowe, Lucas and Case",Equipment Supplier,Canada,Europe,2.88,Active,2025-02-07
SUP_00962,Johnson Ltd,Logistics Provider,Canada,Latin America,2.75,Active,2022-10-28
SUP_00963,Jones and Sons,Raw Materials,United Kingdom,Europe,4.87,Active,2025-05-13
SUP_00964,"Jones, Underwood and Bartlett",Equipment Supplier,Japan,Asia Pacific,2.31,Active,2023-03-29
SUP_00965,Mccoy-Hamilton,Logistics Provider,France,Latin America,4.31,Active,2021-02-03
SUP_00966,"Wilson, Smith and Cortez",Professional Services,Sweden,North America,1.25,Active,2021-05-07
SUP_00967,"Richards, Haynes and Jones",Technology Vendor,France,Latin America,2.37,Expired,2026-02-05
SUP_00968,Roberts Ltd,Maintenance Provider,India,Latin America,2.94,Active,2022-08-28
SUP_00969,Campbell Group,Maintenance Provider,,Europe,1.55,Active,2023-02-05
SUP_00970,"Johnson, Moore and Robinson",Maintenance Provider,Japan,Latin America,2.25,Active,2025-02-06
SUP_00971,"Phillips, Walters and Evans",Raw Materials,Sweden,Europe,2.77,Pending Renewal,2025-11-15
SUP_00972,"Wong, Bernard and Smith",Technology Vendor,Canada,North America,2.13,Active,2025-10-21
SUP_00973,Martinez Inc,Raw Materials,France,North America,3.3,Active,2024-02-23
SUP_00974,Medina-Arroyo,Technology Vendor,Japan,North America,2.26,Active,2022-09-04
SUP_00975,"Figueroa, Swanson and Lewis",Raw Materials,India,North America,4.06,Pending Renewal,2025-12-22
SUP_00976,"Thomas, White and Jensen",Professional Services,Canada,Asia Pacific,2.96,Active,2022-05-23
SUP_00977,White PLC,Logistics Provider,India,Latin America,3.75,Active,2025-09-06
SUP_00978,"Murray, Dunn and Roberts",Technology Vendor,US,Asia Pacific,1.49,Active,2021-05-16
SUP_00979,Gonzalez PLC,Maintenance Provider,Germany,North America,4.61,Expired,2023-09-05
SUP_00980,Howard-Lambert,Maintenance Provider,,North America,3.27,Active,2022-04-16
SUP_00981,Harvey-Mccullough,Maintenance Provider,Canada,Europe,1.92,Active,2022-09-30
SUP_00982,Murphy-Hopkins,Equipment Supplier,USA,North America,1.56,Active,2024-10-23
SUP_00983,Cunningham LLC,Maintenance Provider,Sweden,North America,4.42,Active,2025-06-09
SUP_00984,Jackson-Edwards,Maintenance Provider,France,Europe,3.42,Active,2025-04-26
SUP_00985,"Singh, Graham and Larsen",Maintenance Provider,India,Latin America,1.57,Active,2021-09-27
SUP_00986,"Rivera, Castillo and Griffin",Equipment Supplier,Germany,Europe,,Active,2025-04-04
SUP_00987,Arnold-Thompson,Professional Services,Germany,Asia Pacific,4.18,Active,2024-05-01
SUP_00988,Trevino-Taylor,Raw Materials,United States,Asia Pacific,2.01,Active,2023-12-17
SUP_00989,Gross-Sims,Maintenance Provider,Sweden,Asia Pacific,4.01,Active,2024-12-30
SUP_00990,Atkinson Ltd,Raw Materials,Canada,Europe,,Expired,2021-03-04
SUP_00991,"Riley, Hammond and Lewis",Raw Materials,France,Latin America,3.22,Active,2021-03-15
SUP_00992,Stephens-Lutz,Technology Vendor,Japan,Europe,4.79,Pending Renewal,2023-08-06
SUP_00993,Diaz and Sons,Equipment Supplier,Japan,Latin America,1.95,Pending Renewal,2025-11-24
SUP_00994,"Quinn, Carter and Marshall",Raw Materials,India,North America,4.09,Active,2023-10-21
SUP_00995,Cox-Smith,Maintenance Provider,India,Europe,2.72,Active,2022-04-25
SUP_00996,"Sutton, Todd and Taylor",Technology Vendor,India,North America,2.59,Expired,2021-11-16
SUP_00997,"Fry, Hopkins and Faulkner",Professional Services,United Kingdom,Asia Pacific,4.05,Active,2025-01-16
SUP_00998,Crosby-Williams,Equipment Supplier,USA,Latin America,3.46,Pending Renewal,2025-03-08
SUP_00999,Brown LLC,Professional Services,Canada,Latin America,1.2,Active,2022-04-15
SUP_01000,"Clark, Velez and Ward",Logistics Provider,USA,North America,4.71,Pending Renewal,2023-08-01
SUP_00522,Turner-Stout,Equipment Supplier,,Latin America,4.03,Expired,2022-03-01
SUP_00738,"Key, Dickson and Garcia",Logistics Provider,United States,Latin America,4.9,Active,2024-08-10
SUP_00741,Thompson PLC,Raw Materials,India,Latin America,2.49,Active,2022-09-30
SUP_00661,"Elliott, Bishop and Martin",Professional Services,Germany,Asia Pacific,2.54,Active,2022-12-06
SUP_00412,Curtis-Wang,Professional Services,UK,Europe,1.98,Active,2023-04-16
SUP_00679,Mccann and Sons,Logistics Provider,France,Europe,4.88,Pending Renewal,2023-12-12
SUP_00627,"Alexander, Robinson and Coleman",Professional Services,France,Asia Pacific,2.9,Active,2025-01-16
SUP_00514,Webster Group,Equipment Supplier,India,Europe,1.61,Active,2022-04-29
SUP_00860,Gross PLC,Logistics Provider,USA,Latin America,4.66,Expired,2023-10-10
SUP_00137,"Hernandez, Martinez and Caldwell",Maintenance Provider,Japan,Asia Pacific,1.13,Active,2024-02-06
SUP_00812,Wright Group,Logistics Provider,Germany,Europe,4.14,Active,2021-04-12
SUP_00077,Martin-Ramos,Logistics Provider,Japan,Europe,4.55,Active,2024-11-16
SUP_00637,Miles and Sons,Raw Materials,United Kingdom,Latin America,3.55,Active,2022-05-16
SUP_00974,Medina-Arroyo,Technology Vendor,Japan,North America,2.26,Active,2022-09-04
SUP_00939,"Bush, Holland and Fischer",Logistics Provider,Germany,North America,3.28,Expired,2024-01-02
SUP_00900,Miller Group,Maintenance Provider,Japan,Europe,2.56,Active,2025-05-27
SUP_00281,Davis Inc,Logistics Provider,India,Europe,,Active,2025-02-02
SUP_00884,Houston-Vaughn,Maintenance Provider,France,Asia Pacific,2.07,Active,2023-08-18
SUP_00762,Griffin-Baker,Logistics Provider,France,North America,4.81,Pending Renewal,2022-05-16
SUP_00320,Newman Inc,Professional Services,India,Europe,3.47,Pending Renewal,2024-05-18
